Date,Year,Quarter,Month,MonthName,MonthYear,Day,Weekday,IsWeekend
2011-12-31,2011,2011Q4,12,December,Dec 2011,31,Saturday,True
2012-01-01,2012,2012Q1,1,January,Jan 2012,1,Sunday,True
2012-01-02,2012,2012Q1,1,January,Jan 2012,2,Monday,False
2012-01-03,2012,2012Q1,1,January,Jan 2012,3,Tuesday,False
2012-01-04,2012,2012Q1,1,January,Jan 2012,4,Wednesday,False
2012-01-05,2012,2012Q1,1,January,Jan 2012,5,Thursday,False
2012-01-06,2012,2012Q1,1,January,Jan 2012,6,Friday,False
2012-01-07,2012,2012Q1,1,January,Jan 2012,7,Saturday,True
2012-01-08,2012,2012Q1,1,January,Jan 2012,8,Sunday,True
2012-01-09,2012,2012Q1,1,January,Jan 2012,9,Monday,False
2012-01-10,2012,2012Q1,1,January,Jan 2012,10,Tuesday,False
2012-01-11,2012,2012Q1,1,January,Jan 2012,11,Wednesday,False
2012-01-12,2012,2012Q1,1,January,Jan 2012,12,Thursday,False
2012-01-13,2012,2012Q1,1,January,Jan 2012,13,Friday,False
2012-01-14,2012,2012Q1,1,January,Jan 2012,14,Saturday,True
2012-01-15,2012,2012Q1,1,January,Jan 2012,15,Sunday,True
2012-01-16,2012,2012Q1,1,January,Jan 2012,16,Monday,False
2012-01-17,2012,2012Q1,1,January,Jan 2012,17,Tuesday,False
2012-01-18,2012,2012Q1,1,January,Jan 2012,18,Wednesday,False
2012-01-19,2012,2012Q1,1,January,Jan 2012,19,Thursday,False
2012-01-20,2012,2012Q1,1,January,Jan 2012,20,Friday,False
2012-01-21,2012,2012Q1,1,January,Jan 2012,21,Saturday,True
2012-01-22,2012,2012Q1,1,January,Jan 2012,22,Sunday,True
2012-01-23,2012,2012Q1,1,January,Jan 2012,23,Monday,False
2012-01-24,2012,2012Q1,1,January,Jan 2012,24,Tuesday,False
2012-01-25,2012,2012Q1,1,January,Jan 2012,25,Wednesday,False
2012-01-26,2012,2012Q1,1,January,Jan 2012,26,Thursday,False
2012-01-27,2012,2012Q1,1,January,Jan 2012,27,Friday,False
2012-01-28,2012,2012Q1,1,January,Jan 2012,28,Saturday,True
2012-01-29,2012,2012Q1,1,January,Jan 2012,29,Sunday,True
2012-01-30,2012,2012Q1,1,January,Jan 2012,30,Monday,False
2012-01-31,2012,2012Q1,1,January,Jan 2012,31,Tuesday,False
2012-02-01,2012,2012Q1,2,February,Feb 2012,1,Wednesday,False
2012-02-02,2012,2012Q1,2,February,Feb 2012,2,Thursday,False
2012-02-03,2012,2012Q1,2,February,Feb 2012,3,Friday,False
2012-02-04,2012,2012Q1,2,February,Feb 2012,4,Saturday,True
2012-02-05,2012,2012Q1,2,February,Feb 2012,5,Sunday,True
2012-02-06,2012,2012Q1,2,February,Feb 2012,6,Monday,False
2012-02-07,2012,2012Q1,2,February,Feb 2012,7,Tuesday,False
2012-02-08,2012,2012Q1,2,February,Feb 2012,8,Wednesday,False
2012-02-09,2012,2012Q1,2,February,Feb 2012,9,Thursday,False
2012-02-10,2012,2012Q1,2,February,Feb 2012,10,Friday,False
2012-02-11,2012,2012Q1,2,February,Feb 2012,11,Saturday,True
2012-02-12,2012,2012Q1,2,February,Feb 2012,12,Sunday,True
2012-02-13,2012,2012Q1,2,February,Feb 2012,13,Monday,False
2012-02-14,2012,2012Q1,2,February,Feb 2012,14,Tuesday,False
2012-02-15,2012,2012Q1,2,February,Feb 2012,15,Wednesday,False
2012-02-16,2012,2012Q1,2,February,Feb 2012,16,Thursday,False
2012-02-17,2012,2012Q1,2,February,Feb 2012,17,Friday,False
2012-02-18,2012,2012Q1,2,February,Feb 2012,18,Saturday,True
2012-02-19,2012,2012Q1,2,February,Feb 2012,19,Sunday,True
2012-02-20,2012,2012Q1,2,February,Feb 2012,20,Monday,False
2012-02-21,2012,2012Q1,2,February,Feb 2012,21,Tuesday,False
2012-02-22,2012,2012Q1,2,February,Feb 2012,22,Wednesday,False
2012-02-23,2012,2012Q1,2,February,Feb 2012,23,Thursday,False
2012-02-24,2012,2012Q1,2,February,Feb 2012,24,Friday,False
2012-02-25,2012,2012Q1,2,February,Feb 2012,25,Saturday,True
2012-02-26,2012,2012Q1,2,February,Feb 2012,26,Sunday,True
2012-02-27,2012,2012Q1,2,February,Feb 2012,27,Monday,False
2012-02-28,2012,2012Q1,2,February,Feb 2012,28,Tuesday,False
2012-02-29,2012,2012Q1,2,February,Feb 2012,29,Wednesday,False
2012-03-01,2012,2012Q1,3,March,Mar 2012,1,Thursday,False
2012-03-02,2012,2012Q1,3,March,Mar 2012,2,Friday,False
2012-03-03,2012,2012Q1,3,March,Mar 2012,3,Saturday,True
2012-03-04,2012,2012Q1,3,March,Mar 2012,4,Sunday,True
2012-03-05,2012,2012Q1,3,March,Mar 2012,5,Monday,False
2012-03-06,2012,2012Q1,3,March,Mar 2012,6,Tuesday,False
2012-03-07,2012,2012Q1,3,March,Mar 2012,7,Wednesday,False
2012-03-08,2012,2012Q1,3,March,Mar 2012,8,Thursday,False
2012-03-09,2012,2012Q1,3,March,Mar 2012,9,Friday,False
2012-03-10,2012,2012Q1,3,March,Mar 2012,10,Saturday,True
2012-03-11,2012,2012Q1,3,March,Mar 2012,11,Sunday,True
2012-03-12,2012,2012Q1,3,March,Mar 2012,12,Monday,False
2012-03-13,2012,2012Q1,3,March,Mar 2012,13,Tuesday,False
2012-03-14,2012,2012Q1,3,March,Mar 2012,14,Wednesday,False
2012-03-15,2012,2012Q1,3,March,Mar 2012,15,Thursday,False
2012-03-16,2012,2012Q1,3,March,Mar 2012,16,Friday,False
2012-03-17,2012,2012Q1,3,March,Mar 2012,17,Saturday,True
2012-03-18,2012,2012Q1,3,March,Mar 2012,18,Sunday,True
2012-03-19,2012,2012Q1,3,March,Mar 2012,19,Monday,False
2012-03-20,2012,2012Q1,3,March,Mar 2012,20,Tuesday,False
2012-03-21,2012,2012Q1,3,March,Mar 2012,21,Wednesday,False
2012-03-22,2012,2012Q1,3,March,Mar 2012,22,Thursday,False
2012-03-23,2012,2012Q1,3,March,Mar 2012,23,Friday,False
2012-03-24,2012,2012Q1,3,March,Mar 2012,24,Saturday,True
2012-03-25,2012,2012Q1,3,March,Mar 2012,25,Sunday,True
2012-03-26,2012,2012Q1,3,March,Mar 2012,26,Monday,False
2012-03-27,2012,2012Q1,3,March,Mar 2012,27,Tuesday,False
2012-03-28,2012,2012Q1,3,March,Mar 2012,28,Wednesday,False
2012-03-29,2012,2012Q1,3,March,Mar 2012,29,Thursday,False
2012-03-30,2012,2012Q1,3,March,Mar 2012,30,Friday,False
2012-03-31,2012,2012Q1,3,March,Mar 2012,31,Saturday,True
2012-04-01,2012,2012Q2,4,April,Apr 2012,1,Sunday,True
2012-04-02,2012,2012Q2,4,April,Apr 2012,2,Monday,False
2012-04-03,2012,2012Q2,4,April,Apr 2012,3,Tuesday,False
2012-04-04,2012,2012Q2,4,April,Apr 2012,4,Wednesday,False
2012-04-05,2012,2012Q2,4,April,Apr 2012,5,Thursday,False
2012-04-06,2012,2012Q2,4,April,Apr 2012,6,Friday,False
2012-04-07,2012,2012Q2,4,April,Apr 2012,7,Saturday,True
2012-04-08,2012,2012Q2,4,April,Apr 2012,8,Sunday,True
2012-04-09,2012,2012Q2,4,April,Apr 2012,9,Monday,False
2012-04-10,2012,2012Q2,4,April,Apr 2012,10,Tuesday,False
2012-04-11,2012,2012Q2,4,April,Apr 2012,11,Wednesday,False
2012-04-12,2012,2012Q2,4,April,Apr 2012,12,Thursday,False
2012-04-13,2012,2012Q2,4,April,Apr 2012,13,Friday,False
2012-04-14,2012,2012Q2,4,April,Apr 2012,14,Saturday,True
2012-04-15,2012,2012Q2,4,April,Apr 2012,15,Sunday,True
2012-04-16,2012,2012Q2,4,April,Apr 2012,16,Monday,False
2012-04-17,2012,2012Q2,4,April,Apr 2012,17,Tuesday,False
2012-04-18,2012,2012Q2,4,April,Apr 2012,18,Wednesday,False
2012-04-19,2012,2012Q2,4,April,Apr 2012,19,Thursday,False
2012-04-20,2012,2012Q2,4,April,Apr 2012,20,Friday,False
2012-04-21,2012,2012Q2,4,April,Apr 2012,21,Saturday,True
2012-04-22,2012,2012Q2,4,April,Apr 2012,22,Sunday,True
2012-04-23,2012,2012Q2,4,April,Apr 2012,23,Monday,False
2012-04-24,2012,2012Q2,4,April,Apr 2012,24,Tuesday,False
2012-04-25,2012,2012Q2,4,April,Apr 2012,25,Wednesday,False
2012-04-26,2012,2012Q2,4,April,Apr 2012,26,Thursday,False
2012-04-27,2012,2012Q2,4,April,Apr 2012,27,Friday,False
2012-04-28,2012,2012Q2,4,April,Apr 2012,28,Saturday,True
2012-04-29,2012,2012Q2,4,April,Apr 2012,29,Sunday,True
2012-04-30,2012,2012Q2,4,April,Apr 2012,30,Monday,False
2012-05-01,2012,2012Q2,5,May,May 2012,1,Tuesday,False
2012-05-02,2012,2012Q2,5,May,May 2012,2,Wednesday,False
2012-05-03,2012,2012Q2,5,May,May 2012,3,Thursday,False
2012-05-04,2012,2012Q2,5,May,May 2012,4,Friday,False
2012-05-05,2012,2012Q2,5,May,May 2012,5,Saturday,True
2012-05-06,2012,2012Q2,5,May,May 2012,6,Sunday,True
2012-05-07,2012,2012Q2,5,May,May 2012,7,Monday,False
2012-05-08,2012,2012Q2,5,May,May 2012,8,Tuesday,False
2012-05-09,2012,2012Q2,5,May,May 2012,9,Wednesday,False
2012-05-10,2012,2012Q2,5,May,May 2012,10,Thursday,False
2012-05-11,2012,2012Q2,5,May,May 2012,11,Friday,False
2012-05-12,2012,2012Q2,5,May,May 2012,12,Saturday,True
2012-05-13,2012,2012Q2,5,May,May 2012,13,Sunday,True
2012-05-14,2012,2012Q2,5,May,May 2012,14,Monday,False
2012-05-15,2012,2012Q2,5,May,May 2012,15,Tuesday,False
2012-05-16,2012,2012Q2,5,May,May 2012,16,Wednesday,False
2012-05-17,2012,2012Q2,5,May,May 2012,17,Thursday,False
2012-05-18,2012,2012Q2,5,May,May 2012,18,Friday,False
2012-05-19,2012,2012Q2,5,May,May 2012,19,Saturday,True
2012-05-20,2012,2012Q2,5,May,May 2012,20,Sunday,True
2012-05-21,2012,2012Q2,5,May,May 2012,21,Monday,False
2012-05-22,2012,2012Q2,5,May,May 2012,22,Tuesday,False
2012-05-23,2012,2012Q2,5,May,May 2012,23,Wednesday,False
2012-05-24,2012,2012Q2,5,May,May 2012,24,Thursday,False
2012-05-25,2012,2012Q2,5,May,May 2012,25,Friday,False
2012-05-26,2012,2012Q2,5,May,May 2012,26,Saturday,True
2012-05-27,2012,2012Q2,5,May,May 2012,27,Sunday,True
2012-05-28,2012,2012Q2,5,May,May 2012,28,Monday,False
2012-05-29,2012,2012Q2,5,May,May 2012,29,Tuesday,False
2012-05-30,2012,2012Q2,5,May,May 2012,30,Wednesday,False
2012-05-31,2012,2012Q2,5,May,May 2012,31,Thursday,False
2012-06-01,2012,2012Q2,6,June,Jun 2012,1,Friday,False
2012-06-02,2012,2012Q2,6,June,Jun 2012,2,Saturday,True
2012-06-03,2012,2012Q2,6,June,Jun 2012,3,Sunday,True
2012-06-04,2012,2012Q2,6,June,Jun 2012,4,Monday,False
2012-06-05,2012,2012Q2,6,June,Jun 2012,5,Tuesday,False
2012-06-06,2012,2012Q2,6,June,Jun 2012,6,Wednesday,False
2012-06-07,2012,2012Q2,6,June,Jun 2012,7,Thursday,False
2012-06-08,2012,2012Q2,6,June,Jun 2012,8,Friday,False
2012-06-09,2012,2012Q2,6,June,Jun 2012,9,Saturday,True
2012-06-10,2012,2012Q2,6,June,Jun 2012,10,Sunday,True
2012-06-11,2012,2012Q2,6,June,Jun 2012,11,Monday,False
2012-06-12,2012,2012Q2,6,June,Jun 2012,12,Tuesday,False
2012-06-13,2012,2012Q2,6,June,Jun 2012,13,Wednesday,False
2012-06-14,2012,2012Q2,6,June,Jun 2012,14,Thursday,False
2012-06-15,2012,2012Q2,6,June,Jun 2012,15,Friday,False
2012-06-16,2012,2012Q2,6,June,Jun 2012,16,Saturday,True
2012-06-17,2012,2012Q2,6,June,Jun 2012,17,Sunday,True
2012-06-18,2012,2012Q2,6,June,Jun 2012,18,Monday,False
2012-06-19,2012,2012Q2,6,June,Jun 2012,19,Tuesday,False
2012-06-20,2012,2012Q2,6,June,Jun 2012,20,Wednesday,False
2012-06-21,2012,2012Q2,6,June,Jun 2012,21,Thursday,False
2012-06-22,2012,2012Q2,6,June,Jun 2012,22,Friday,False
2012-06-23,2012,2012Q2,6,June,Jun 2012,23,Saturday,True
2012-06-24,2012,2012Q2,6,June,Jun 2012,24,Sunday,True
2012-06-25,2012,2012Q2,6,June,Jun 2012,25,Monday,False
2012-06-26,2012,2012Q2,6,June,Jun 2012,26,Tuesday,False
2012-06-27,2012,2012Q2,6,June,Jun 2012,27,Wednesday,False
2012-06-28,2012,2012Q2,6,June,Jun 2012,28,Thursday,False
2012-06-29,2012,2012Q2,6,June,Jun 2012,29,Friday,False
2012-06-30,2012,2012Q2,6,June,Jun 2012,30,Saturday,True
2012-07-01,2012,2012Q3,7,July,Jul 2012,1,Sunday,True
2012-07-02,2012,2012Q3,7,July,Jul 2012,2,Monday,False
2012-07-03,2012,2012Q3,7,July,Jul 2012,3,Tuesday,False
2012-07-04,2012,2012Q3,7,July,Jul 2012,4,Wednesday,False
2012-07-05,2012,2012Q3,7,July,Jul 2012,5,Thursday,False
2012-07-06,2012,2012Q3,7,July,Jul 2012,6,Friday,False
2012-07-07,2012,2012Q3,7,July,Jul 2012,7,Saturday,True
2012-07-08,2012,2012Q3,7,July,Jul 2012,8,Sunday,True
2012-07-09,2012,2012Q3,7,July,Jul 2012,9,Monday,False
2012-07-10,2012,2012Q3,7,July,Jul 2012,10,Tuesday,False
2012-07-11,2012,2012Q3,7,July,Jul 2012,11,Wednesday,False
2012-07-12,2012,2012Q3,7,July,Jul 2012,12,Thursday,False
2012-07-13,2012,2012Q3,7,July,Jul 2012,13,Friday,False
2012-07-14,2012,2012Q3,7,July,Jul 2012,14,Saturday,True
2012-07-15,2012,2012Q3,7,July,Jul 2012,15,Sunday,True
2012-07-16,2012,2012Q3,7,July,Jul 2012,16,Monday,False
2012-07-17,2012,2012Q3,7,July,Jul 2012,17,Tuesday,False
2012-07-18,2012,2012Q3,7,July,Jul 2012,18,Wednesday,False
2012-07-19,2012,2012Q3,7,July,Jul 2012,19,Thursday,False
2012-07-20,2012,2012Q3,7,July,Jul 2012,20,Friday,False
2012-07-21,2012,2012Q3,7,July,Jul 2012,21,Saturday,True
2012-07-22,2012,2012Q3,7,July,Jul 2012,22,Sunday,True
2012-07-23,2012,2012Q3,7,July,Jul 2012,23,Monday,False
2012-07-24,2012,2012Q3,7,July,Jul 2012,24,Tuesday,False
2012-07-25,2012,2012Q3,7,July,Jul 2012,25,Wednesday,False
2012-07-26,2012,2012Q3,7,July,Jul 2012,26,Thursday,False
2012-07-27,2012,2012Q3,7,July,Jul 2012,27,Friday,False
2012-07-28,2012,2012Q3,7,July,Jul 2012,28,Saturday,True
2012-07-29,2012,2012Q3,7,July,Jul 2012,29,Sunday,True
2012-07-30,2012,2012Q3,7,July,Jul 2012,30,Monday,False
2012-07-31,2012,2012Q3,7,July,Jul 2012,31,Tuesday,False
2012-08-01,2012,2012Q3,8,August,Aug 2012,1,Wednesday,False
2012-08-02,2012,2012Q3,8,August,Aug 2012,2,Thursday,False
2012-08-03,2012,2012Q3,8,August,Aug 2012,3,Friday,False
2012-08-04,2012,2012Q3,8,August,Aug 2012,4,Saturday,True
2012-08-05,2012,2012Q3,8,August,Aug 2012,5,Sunday,True
2012-08-06,2012,2012Q3,8,August,Aug 2012,6,Monday,False
2012-08-07,2012,2012Q3,8,August,Aug 2012,7,Tuesday,False
2012-08-08,2012,2012Q3,8,August,Aug 2012,8,Wednesday,False
2012-08-09,2012,2012Q3,8,August,Aug 2012,9,Thursday,False
2012-08-10,2012,2012Q3,8,August,Aug 2012,10,Friday,False
2012-08-11,2012,2012Q3,8,August,Aug 2012,11,Saturday,True
2012-08-12,2012,2012Q3,8,August,Aug 2012,12,Sunday,True
2012-08-13,2012,2012Q3,8,August,Aug 2012,13,Monday,False
2012-08-14,2012,2012Q3,8,August,Aug 2012,14,Tuesday,False
2012-08-15,2012,2012Q3,8,August,Aug 2012,15,Wednesday,False
2012-08-16,2012,2012Q3,8,August,Aug 2012,16,Thursday,False
2012-08-17,2012,2012Q3,8,August,Aug 2012,17,Friday,False
2012-08-18,2012,2012Q3,8,August,Aug 2012,18,Saturday,True
2012-08-19,2012,2012Q3,8,August,Aug 2012,19,Sunday,True
2012-08-20,2012,2012Q3,8,August,Aug 2012,20,Monday,False
2012-08-21,2012,2012Q3,8,August,Aug 2012,21,Tuesday,False
2012-08-22,2012,2012Q3,8,August,Aug 2012,22,Wednesday,False
2012-08-23,2012,2012Q3,8,August,Aug 2012,23,Thursday,False
2012-08-24,2012,2012Q3,8,August,Aug 2012,24,Friday,False
2012-08-25,2012,2012Q3,8,August,Aug 2012,25,Saturday,True
2012-08-26,2012,2012Q3,8,August,Aug 2012,26,Sunday,True
2012-08-27,2012,2012Q3,8,August,Aug 2012,27,Monday,False
2012-08-28,2012,2012Q3,8,August,Aug 2012,28,Tuesday,False
2012-08-29,2012,2012Q3,8,August,Aug 2012,29,Wednesday,False
2012-08-30,2012,2012Q3,8,August,Aug 2012,30,Thursday,False
2012-08-31,2012,2012Q3,8,August,Aug 2012,31,Friday,False
2012-09-01,2012,2012Q3,9,September,Sep 2012,1,Saturday,True
2012-09-02,2012,2012Q3,9,September,Sep 2012,2,Sunday,True
2012-09-03,2012,2012Q3,9,September,Sep 2012,3,Monday,False
2012-09-04,2012,2012Q3,9,September,Sep 2012,4,Tuesday,False
2012-09-05,2012,2012Q3,9,September,Sep 2012,5,Wednesday,False
2012-09-06,2012,2012Q3,9,September,Sep 2012,6,Thursday,False
2012-09-07,2012,2012Q3,9,September,Sep 2012,7,Friday,False
2012-09-08,2012,2012Q3,9,September,Sep 2012,8,Saturday,True
2012-09-09,2012,2012Q3,9,September,Sep 2012,9,Sunday,True
2012-09-10,2012,2012Q3,9,September,Sep 2012,10,Monday,False
2012-09-11,2012,2012Q3,9,September,Sep 2012,11,Tuesday,False
2012-09-12,2012,2012Q3,9,September,Sep 2012,12,Wednesday,False
2012-09-13,2012,2012Q3,9,September,Sep 2012,13,Thursday,False
2012-09-14,2012,2012Q3,9,September,Sep 2012,14,Friday,False
2012-09-15,2012,2012Q3,9,September,Sep 2012,15,Saturday,True
2012-09-16,2012,2012Q3,9,September,Sep 2012,16,Sunday,True
2012-09-17,2012,2012Q3,9,September,Sep 2012,17,Monday,False
2012-09-18,2012,2012Q3,9,September,Sep 2012,18,Tuesday,False
2012-09-19,2012,2012Q3,9,September,Sep 2012,19,Wednesday,False
2012-09-20,2012,2012Q3,9,September,Sep 2012,20,Thursday,False
2012-09-21,2012,2012Q3,9,September,Sep 2012,21,Friday,False
2012-09-22,2012,2012Q3,9,September,Sep 2012,22,Saturday,True
2012-09-23,2012,2012Q3,9,September,Sep 2012,23,Sunday,True
2012-09-24,2012,2012Q3,9,September,Sep 2012,24,Monday,False
2012-09-25,2012,2012Q3,9,September,Sep 2012,25,Tuesday,False
2012-09-26,2012,2012Q3,9,September,Sep 2012,26,Wednesday,False
2012-09-27,2012,2012Q3,9,September,Sep 2012,27,Thursday,False
2012-09-28,2012,2012Q3,9,September,Sep 2012,28,Friday,False
2012-09-29,2012,2012Q3,9,September,Sep 2012,29,Saturday,True
2012-09-30,2012,2012Q3,9,September,Sep 2012,30,Sunday,True
2012-10-01,2012,2012Q4,10,October,Oct 2012,1,Monday,False
2012-10-02,2012,2012Q4,10,October,Oct 2012,2,Tuesday,False
2012-10-03,2012,2012Q4,10,October,Oct 2012,3,Wednesday,False
2012-10-04,2012,2012Q4,10,October,Oct 2012,4,Thursday,False
2012-10-05,2012,2012Q4,10,October,Oct 2012,5,Friday,False
2012-10-06,2012,2012Q4,10,October,Oct 2012,6,Saturday,True
2012-10-07,2012,2012Q4,10,October,Oct 2012,7,Sunday,True
2012-10-08,2012,2012Q4,10,October,Oct 2012,8,Monday,False
2012-10-09,2012,2012Q4,10,October,Oct 2012,9,Tuesday,False
2012-10-10,2012,2012Q4,10,October,Oct 2012,10,Wednesday,False
2012-10-11,2012,2012Q4,10,October,Oct 2012,11,Thursday,False
2012-10-12,2012,2012Q4,10,October,Oct 2012,12,Friday,False
2012-10-13,2012,2012Q4,10,October,Oct 2012,13,Saturday,True
2012-10-14,2012,2012Q4,10,October,Oct 2012,14,Sunday,True
2012-10-15,2012,2012Q4,10,October,Oct 2012,15,Monday,False
2012-10-16,2012,2012Q4,10,October,Oct 2012,16,Tuesday,False
2012-10-17,2012,2012Q4,10,October,Oct 2012,17,Wednesday,False
2012-10-18,2012,2012Q4,10,October,Oct 2012,18,Thursday,False
2012-10-19,2012,2012Q4,10,October,Oct 2012,19,Friday,False
2012-10-20,2012,2012Q4,10,October,Oct 2012,20,Saturday,True
2012-10-21,2012,2012Q4,10,October,Oct 2012,21,Sunday,True
2012-10-22,2012,2012Q4,10,October,Oct 2012,22,Monday,False
2012-10-23,2012,2012Q4,10,October,Oct 2012,23,Tuesday,False
2012-10-24,2012,2012Q4,10,October,Oct 2012,24,Wednesday,False
2012-10-25,2012,2012Q4,10,October,Oct 2012,25,Thursday,False
2012-10-26,2012,2012Q4,10,October,Oct 2012,26,Friday,False
2012-10-27,2012,2012Q4,10,October,Oct 2012,27,Saturday,True
2012-10-28,2012,2012Q4,10,October,Oct 2012,28,Sunday,True
2012-10-29,2012,2012Q4,10,October,Oct 2012,29,Monday,False
2012-10-30,2012,2012Q4,10,October,Oct 2012,30,Tuesday,False
2012-10-31,2012,2012Q4,10,October,Oct 2012,31,Wednesday,False
2012-11-01,2012,2012Q4,11,November,Nov 2012,1,Thursday,False
2012-11-02,2012,2012Q4,11,November,Nov 2012,2,Friday,False
2012-11-03,2012,2012Q4,11,November,Nov 2012,3,Saturday,True
2012-11-04,2012,2012Q4,11,November,Nov 2012,4,Sunday,True
2012-11-05,2012,2012Q4,11,November,Nov 2012,5,Monday,False
2012-11-06,2012,2012Q4,11,November,Nov 2012,6,Tuesday,False
2012-11-07,2012,2012Q4,11,November,Nov 2012,7,Wednesday,False
2012-11-08,2012,2012Q4,11,November,Nov 2012,8,Thursday,False
2012-11-09,2012,2012Q4,11,November,Nov 2012,9,Friday,False
2012-11-10,2012,2012Q4,11,November,Nov 2012,10,Saturday,True
2012-11-11,2012,2012Q4,11,November,Nov 2012,11,Sunday,True
2012-11-12,2012,2012Q4,11,November,Nov 2012,12,Monday,False
2012-11-13,2012,2012Q4,11,November,Nov 2012,13,Tuesday,False
2012-11-14,2012,2012Q4,11,November,Nov 2012,14,Wednesday,False
2012-11-15,2012,2012Q4,11,November,Nov 2012,15,Thursday,False
2012-11-16,2012,2012Q4,11,November,Nov 2012,16,Friday,False
2012-11-17,2012,2012Q4,11,November,Nov 2012,17,Saturday,True
2012-11-18,2012,2012Q4,11,November,Nov 2012,18,Sunday,True
2012-11-19,2012,2012Q4,11,November,Nov 2012,19,Monday,False
2012-11-20,2012,2012Q4,11,November,Nov 2012,20,Tuesday,False
2012-11-21,2012,2012Q4,11,November,Nov 2012,21,Wednesday,False
2012-11-22,2012,2012Q4,11,November,Nov 2012,22,Thursday,False
2012-11-23,2012,2012Q4,11,November,Nov 2012,23,Friday,False
2012-11-24,2012,2012Q4,11,November,Nov 2012,24,Saturday,True
2012-11-25,2012,2012Q4,11,November,Nov 2012,25,Sunday,True
2012-11-26,2012,2012Q4,11,November,Nov 2012,26,Monday,False
2012-11-27,2012,2012Q4,11,November,Nov 2012,27,Tuesday,False
2012-11-28,2012,2012Q4,11,November,Nov 2012,28,Wednesday,False
2012-11-29,2012,2012Q4,11,November,Nov 2012,29,Thursday,False
2012-11-30,2012,2012Q4,11,November,Nov 2012,30,Friday,False
2012-12-01,2012,2012Q4,12,December,Dec 2012,1,Saturday,True
2012-12-02,2012,2012Q4,12,December,Dec 2012,2,Sunday,True
2012-12-03,2012,2012Q4,12,December,Dec 2012,3,Monday,False
2012-12-04,2012,2012Q4,12,December,Dec 2012,4,Tuesday,False
2012-12-05,2012,2012Q4,12,December,Dec 2012,5,Wednesday,False
2012-12-06,2012,2012Q4,12,December,Dec 2012,6,Thursday,False
2012-12-07,2012,2012Q4,12,December,Dec 2012,7,Friday,False
2012-12-08,2012,2012Q4,12,December,Dec 2012,8,Saturday,True
2012-12-09,2012,2012Q4,12,December,Dec 2012,9,Sunday,True
2012-12-10,2012,2012Q4,12,December,Dec 2012,10,Monday,False
2012-12-11,2012,2012Q4,12,December,Dec 2012,11,Tuesday,False
2012-12-12,2012,2012Q4,12,December,Dec 2012,12,Wednesday,False
2012-12-13,2012,2012Q4,12,December,Dec 2012,13,Thursday,False
2012-12-14,2012,2012Q4,12,December,Dec 2012,14,Friday,False
2012-12-15,2012,2012Q4,12,December,Dec 2012,15,Saturday,True
2012-12-16,2012,2012Q4,12,December,Dec 2012,16,Sunday,True
2012-12-17,2012,2012Q4,12,December,Dec 2012,17,Monday,False
2012-12-18,2012,2012Q4,12,December,Dec 2012,18,Tuesday,False
2012-12-19,2012,2012Q4,12,December,Dec 2012,19,Wednesday,False
2012-12-20,2012,2012Q4,12,December,Dec 2012,20,Thursday,False
2012-12-21,2012,2012Q4,12,December,Dec 2012,21,Friday,False
2012-12-22,2012,2012Q4,12,December,Dec 2012,22,Saturday,True
2012-12-23,2012,2012Q4,12,December,Dec 2012,23,Sunday,True
2012-12-24,2012,2012Q4,12,December,Dec 2012,24,Monday,False
2012-12-25,2012,2012Q4,12,December,Dec 2012,25,Tuesday,False
2012-12-26,2012,2012Q4,12,December,Dec 2012,26,Wednesday,False
2012-12-27,2012,2012Q4,12,December,Dec 2012,27,Thursday,False
2012-12-28,2012,2012Q4,12,December,Dec 2012,28,Friday,False
2012-12-29,2012,2012Q4,12,December,Dec 2012,29,Saturday,True
